No,words,transliteration,chinese,example sentence
300,remainder,/rɪˈmeɪndə(r)/,n. 剩余部分；余数,The remainder will be sold later.
301,stir,/stɜː(r)/,v. 搅拌；激起 n. 轰动,Please stir the soup gently.
302,welfare,/ˈwelfeə(r)/,n. 福利；幸福,The government cares about public welfare.
303,heal,/hiːl/,v. 治愈；愈合,Time can heal all wounds.
304,renovate,/ˈrenəveɪt/,v. 翻新；修复,They plan to renovate the old house.
305,delay,/dɪˈleɪ/,v./n. 延迟；耽搁,The flight was delayed due to fog.
306,literally,/ˈlɪtərəli/,adv. 字面上地；简直,I was literally shocked.
307,prevail,/prɪˈveɪl/,v. 盛行；获胜；占优势,Justice will prevail in the end.
308,encounter,/ɪnˈkaʊntə(r)/,v./n. 遭遇；邂逅,I encountered an old friend today.
309,fund,/fʌnd/,n. 基金；资金 v. 资助,The project is supported by a government fund.
310,gross,/ɡrəʊs/,adj. 总的；毛重的,"His gross income is $5,000 per month."
311,financial,/faɪˈnænʃl/,adj. 金融的；财务的,He is in a difficult financial situation.
312,questionnaire,/ˌkwestʃəˈneə(r)/,n. 调查问卷,Please fill in the questionnaire.
313,submit,/səbˈmɪt/,v. 提交；屈服,You must submit your report before Friday.
314,govern,/ˈɡʌvn/,v. 统治；管理；支配,Laws govern the behavior of citizens.
315,hinder,/ˈhɪndə(r)/,v. 阻碍；妨碍,Bad weather may hinder our travel.
316,scramble,/ˈskræmbl/,v. 争抢；仓促行动,People began to scramble for the seats.
317,collaboration,/kəˌlæbəˈreɪʃn/,n. 合作；协作,The success depends on our collaboration.
318,pay off,/peɪ ɒf/,还清债务；取得成功,His hard work finally paid off.
319,inadequate,/ɪnˈædɪkwət/,adj. 不足的；不充分的,The supply is inadequate to meet the demand.
320,signature,/ˈsɪɡnətʃə(r)/,n. 签名；签字,Please write your signature here.
321,verdict,/ˈvɜːdɪkt/,n. 裁决；判决；定论,The jury announced the verdict.
322,in the long run,/ɪn ðə lɒŋ rʌn/,从长远来看,"In the long run, honesty is the best policy."
323,pollutant,/pəˈluːtənt/,n. 污染物,Car exhaust is a major pollutant.
324,comply,/kəmˈplaɪ/,v. 遵守；顺从,All visitors must comply with the rules.
325,quarrel,/ˈkwɒrəl/,n./v. 争吵；吵架,They had a quarrel last night.
326,obligation,/ˌɒblɪˈɡeɪʃn/,n. 义务；责任,It is our obligation to protect the environment.
327,respect,/rɪˈspekt/,n./v. 尊重；尊敬,We should respect the elderly.
328,grasp,/ɡrɑːsp/,v. 抓住；理解；掌握,He quickly grasped the main idea.
329,response,/rɪˈspɒns/,n. 回应；反应,There has been no response to my email.
330,sparky,/ˈspɑːki/,adj. 活泼的；充满活力的,She is a sparky and energetic girl.
331,manage,/ˈmænɪdʒ/,v. 管理；设法做到,He can manage the company well.
332,plummet,/ˈplʌmɪt/,v. 暴跌；骤然下跌,Prices plummeted after the news.
333,strategic,/strəˈtiːdʒɪk/,adj. 战略的；关键的,This is a strategic decision for the company.
334,recession,/rɪˈseʃn/,n. 经济衰退；不景气,Many factories closed during the recession.
335,prevalent,/ˈprevələnt/,adj. 流行的；普遍的,This disease is prevalent in winter.
336,affection,/əˈfekʃn/,n. 喜爱；感情,He has a deep affection for his hometown.
337,acceptance,/əkˈseptəns/,n. 接受；认可,His theory gained wide acceptance.
338,haggle,/ˈhæɡl/,v. 讨价还价,Customers like to haggle in the market.
339,transparent,/trænsˈpærənt/,adj. 透明的；公开的,The process is transparent to everyone.
340,audit,/ˈɔːdɪt/,n./v. 审计；核查,They will audit the company’s accounts.
341,up to date,/ʌp tu deɪt/,最新的；与时俱进的,Keep your knowledge up to date.
342,defend,/dɪˈfend/,v. 防御；辩护,He tried to defend his opinion.
343,sick leave,/sɪk liːv/,n. 病假,She asked for three days’ sick leave.
344,managerial,/ˌmænəˈdʒɪəriəl/,adj. 管理的；经理的,He has rich managerial experience.
345,consensus,/kənˈsensəs/,n. 共识；一致意见,We reached a consensus on the issue.
346,touching,/ˈtʌtʃɪŋ/,adj. 感人的；动人的,It is a touching love story.
347,aware,/əˈweə(r)/,adj. 意识到的；知道的,He is aware of the danger.
348,cognition,/kɒɡˈnɪʃn/,n. 认知；认识,Reading improves children’s cognition.
349,import,/ˈɪmpɔːt/ /ɪmˈpɔːt/,n. 进口 v. 进口,We import oil from other countries.
350,ballroom,/ˈbɔːlruːm/,n. 舞厅,They danced in the ballroom all night.
351,incompatible,/ˌɪnkəmˈpætəbl/,adj. 不相容的；矛盾的,His ideas are incompatible with mine.
352,achieve,/əˈtʃiːv/,v. 实现；达到,She achieved her dream at last.
353,intermission,/ˌɪntəˈmɪʃn/,n. 间歇；中场休息,There is a 15-minute intermission.
354,pushcart,/ˈpʊʃkɑːt/,n. 手推车,He sold snacks from a pushcart.
355,manuscript,/ˈmænjuskrɪpt/,n. 手稿；原稿,The author finished the manuscript.
356,speed limit,/spiːd ˈlɪmɪt/,n. 限速,Please obey the speed limit on the highway.
357,embassy,/ˈembəsi/,n. 大使馆,He went to the American embassy.
358,hang up,/hæŋ ʌp/,挂断电话,Don’t hang up yet.
359,shrink,/ʃrɪŋk/,v. 收缩；缩小,The sweater shrank after washing.
360,narrative,/ˈnærətɪv/,n. 叙述；故事 adj. 叙事的,The book has an interesting narrative.
361,handicap,/ˈhændikæp/,n. 障碍；残疾 v. 妨碍,We should help people with handicaps.
362,tranquility,/træŋˈkwɪləti/,n. 宁静；平静,She enjoys the tranquility of the countryside.
363,detest,/dɪˈtest/,v. 厌恶；憎恨,I detest lying and cheating.
364,policy holder,/ˈpɒləsi həʊldə(r)/,n. 投保人；保单持有人,The policy holder is entitled to compensation.
365,interrupt,/ˌɪntəˈrʌpt/,v. 打断；打扰,Sorry to interrupt your conversation.
366,remodel,/ˌriːˈmɒdl/,v. 改造；重新装修,They plan to remodel the kitchen.
367,insecure,/ˌɪnsɪˈkjʊə(r)/,adj. 不安全的；无把握的,She feels insecure when alone at night.
368,absentee,/ˌæbsənˈtiː/,n. 缺席者 adj. 缺席的,The absentee must hand in the homework later.
369,lead,/liːd/,v. 领导；导致 n. 领先,Hard work leads to success.
370,intricate,/ˈɪntrɪkət/,adj. 错综复杂的；精细的,It is an intricate design.
371,housing,/ˈhaʊzɪŋ/,n. 住房；住宅,The government provides cheap housing.
372,stipulate,/ˈstɪpjuleɪt/,v. 规定；约定,The contract stipulates the payment date.
373,enterprise,/ˈentəpraɪz/,n. 企业；事业；进取心,He runs a small private enterprise.
374,accommodation,/əˌkɒməˈdeɪʃn/,n. 住宿；膳宿,We provide free accommodation.
375,segment,/ˈseɡmənt/,n. 部分；片段；段,This is a key segment of the market.
376,fancy,/ˈfænsi/,adj. 精致的；花哨的 v. 想象,She bought a fancy dress for the party.
377,impartial,/ɪmˈpɑːʃl/,adj. 公正的；不偏不倚的,A judge must be impartial.
378,pastry,/ˈpeɪstri/,n. 糕点；酥皮点心,She likes eating French pastry.
379,gauge,/ɡeɪdʒ/,n. 测量仪器；尺度 v. 评估,We need to gauge public opinion.
380,messy,/ˈmesi/,adj. 凌乱的；脏乱的,His room is always messy.
381,solicit,/səˈlɪsɪt/,v. 征求；请求；招揽,They solicit suggestions from customers.
382,look through,/lʊk θruː/,浏览；仔细查看,Please look through the document.
383,guidance,/ˈɡaɪdns/,n. 指导；引导,We need your professional guidance.
384,administer,/ədˈmɪnɪstə(r)/,v. 管理；执行；给予,The club is administered by volunteers.
385,rice,/raɪs/,n. 米饭；稻,We usually have rice for dinner.
386,somewhat,/ˈsʌmwɒt/,adv. 有点；稍微,I am somewhat tired today.
387,marvel,/ˈmɑːvl/,v. 惊叹；感到惊奇 n. 奇迹,We marvel at the beauty of nature.
388,deserve,/dɪˈzɜːv/,v. 应受；值得,You deserve a good rest.
389,postpone,/pəˈspəʊn/,v. 推迟；延期,They decided to postpone the meeting.
390,eject,/ɪˈdʒekt/,v. 喷射；驱逐；弹出,The machine can eject the disk automatically.
391,decision making,/dɪˈsɪʒn ˈmeɪkɪŋ/,n. 决策,He is good at decision making.
392,marvelous,/ˈmɑːvələs/,adj. 了不起的；极好的,We had a marvelous time yesterday.
393,regarding,/rɪˈɡɑːdɪŋ/,prep. 关于；至于,I have a question regarding your plan.
394,optimal,/ˈɒptɪməl/,adj. 最佳的；最优的,This is the optimal solution.
395,governor,/ˈɡʌvənə(r)/,n. 州长；总督；主管,The governor will visit our city.
396,progress,/ˈprəʊɡres/ /prəˈɡres/,n. 进步 v. 进展,Great progress has been made.
397,engrave,/ɪnˈɡreɪv/,v. 雕刻；铭记,The ring is engraved with his name.
398,postscript,/ˈpəʊstskrɪpt/,n. 附言；P.S.,He added a postscript to the letter.
399,by any chance,/baɪ ˈeni tʃɑːns/,碰巧；万一,Do you know his address by any chance?
400,subordinate,/səˈbɔːdɪnət/,adj. 下级的；从属的 n. 下属,He is polite to his subordinate staff.
401,breakthrough,/ˈbreɪkθruː/,n. 突破,Scientists made a medical breakthrough.
402,circuit,/ˈsɜːkɪt/,n. 电路；回路；巡回,Check the electrical circuit carefully.
403,buffet,/ˈbʊfeɪ/,n. 自助餐,We had a buffet lunch at the hotel.
404,in accord with,/ɪn əˈkɔːd wɪð/,与……一致；符合,His actions are in accord with his words.
405,guardian,/ˈɡɑːdiən/,n. 监护人；守护者,The law protects children and their guardians.
406,applaud,/əˈplɔːd/,v. 鼓掌；称赞,The audience applauded loudly.
407,stand,/stænd/,v. 站立；忍受 n. 立场,I cannot stand his rudeness.
408,fix,/fɪks/,v. 修理；固定；解决,He can fix the broken computer.
409,be qualified for,/bi ˈkwɒlɪfaɪd fɔː(r)/,有……的资格；胜任,She is qualified for the position.
410,familiar,/fəˈmɪliə(r)/,adj. 熟悉的,I am familiar with this song.
411,liability,/ˌlaɪəˈbɪləti/,n. 责任；债务；不利条件,The company has limited liability.
412,safeguard,/ˈseɪfɡɑːd/,v. 保护；捍卫 n. 保障措施,We must safeguard our rights.
413,long-range,/ˌlɒŋ ˈreɪndʒ/,adj. 长期的；远程的,We have a long-range plan.
414,basis,/ˈbeɪsɪs/,n. 基础；根据,We make decisions on a factual basis.
415,gloomy,/ˈɡluːmi/,adj. 阴沉的；悲观的,The future looks gloomy.
416,result in,/rɪˈzʌlt ɪn/,导致,Carelessness will result in failure.
417,inquiry,/ɪnˈkwaɪəri/,n. 询问；调查,Thank you for your inquiry.
418,firework,/ˈfaɪəwɜːk/,n. 烟花；焰火,We watched fireworks on New Year’s Eve.
419,respire,/rɪˈspaɪə(r)/,v. 呼吸,All plants respire at night.
420,adequate,/ˈædɪkwət/,adj. 充足的；适当的,We have adequate supplies.
421,taxation,/tækˈseɪʃn/,n. 税收；征税,He studies taxation law.
422,bail,/beɪl/,n. 保释；保释金 v. 保释,He was released on bail.
423,religion,/rɪˈlɪdʒən/,n. 宗教,He believes in no religion.
424,beneficiary,/ˌbenɪˈfɪʃəri/,n. 受益人；受惠者,She is the beneficiary of the will.
425,lavish,/ˈlævɪʃ/,adj. 奢侈的；慷慨的 v. 挥霍,They held a lavish party.
426,fail,/feɪl/,v. 失败；未能；不及格,Don’t fail to call me.
427,trophy,/ˈtrəʊfi/,n. 奖品；奖杯,He won the championship trophy.
428,demand,/dɪˈmɑːnd/,n./v. 要求；需求,This job demands patience.
429,bet,/bet/,v./n. 打赌；赌注,I bet he will come.
430,irrespective of,/ˌɪrɪˈspektɪv ɒv/,不管；无论,"Everyone is welcome, irrespective of age."
431,display,/dɪˈspleɪ/,v./n. 展示；陈列,The museum displays old paintings.
432,bond,/bɒnd/,n. 纽带；债券；结合 v. 使结合,There is a strong bond between them.
433,termination,/ˌtɜːmɪˈneɪʃn/,n. 终止；结束,He received a notice of termination.
434,interfere,/ˌɪntəˈfɪə(r)/,v. 干涉；干扰,Don’t interfere in my business.
435,appeal,/əˈpiːl/,n./v. 上诉；呼吁；吸引,The plan appeals to me.
436,premiere,/ˈpremieə(r)/,n. 首映；首演 v. 首次上演,The movie will premiere next month.
437,finale,/fɪˈnɑːli/,n. 结局；终场；尾声,The play has a dramatic finale.
438,assign,/əˈsaɪn/,v. 分配；指派；布置,They assign tasks to each member.
439,concert,/ˈkɒnsət/,n. 音乐会；协作,We went to a piano concert.
440,dimension,/daɪˈmenʃn/,n. 维度；尺寸；方面,Length is one dimension.
441,retain,/rɪˈteɪn/,v. 保留；保持,We retain the right to change prices.
442,position,/pəˈzɪʃn/,n. 位置；职位；立场,He applied for the manager position.
443,chilly,/ˈtʃɪli/,adj. 寒冷的；冷淡的,It is chilly outside.
444,labour,/ˈleɪbə(r)/,n. 劳动；劳动力 v. 苦干,Manual labour is hard work.
445,viewpoint,/ˈvjuːpɔɪnt/,n. 观点；看法,I understand your viewpoint.
446,except,/ɪkˈsept/,prep. 除……之外,Everyone is here except Tom.
447,neglect,/nɪˈɡlekt/,v./n. 忽视；疏忽,Don’t neglect your health.
448,elevate,/ˈelɪveɪt/,v. 提升；抬高；振奋,The speech elevated our spirits.
449,liable,/ˈlaɪəbl/,adj. 有责任的；易……的,He is liable for the damage.
450,distract,/dɪˈstrækt/,v. 使分心；转移注意力,Don’t distract me from my work.
451,according to,/əˈkɔːdɪŋ tu/,根据；按照,"According to the weather report, it will rain."
452,pretend,/prɪˈtend/,v. 假装；伪装,He pretended to be asleep.
453,element,/ˈelɪmənt/,n. 元素；要素；成分,Honesty is an important element.
454,in recognition of,/ɪn ˌrekəɡˈnɪʃn ɒv/,为表彰；为感谢,He got a prize in recognition of his service.
455,exquisite,/ɪkˈskwɪzɪt/,adj. 精美的；精致的,She has an exquisite necklace.
456,referral,/rɪˈfɜːrəl/,n. 推荐；转诊；介绍,He got the job through a referral.
457,object,/ˈɒbdʒɪkt/ /əbˈdʒekt/,n. 物体；目标 v. 反对,I object to your plan.
458,arguable,/ˈɑːɡjuəbl/,adj. 可争辩的；有商榷余地的,This is an arguable point.
459,conformation,/ˌkɒnfɔːˈmeɪʃn/,n. 确认；符合；构造,Please wait for conformation of your booking.
460,sample,/ˈsɑːmpl/,n. 样品；样本 v. 采样,We tested a sample of the product.
461,quantity,/ˈkwɒntəti/,n. 数量；大量,We need a large quantity of paper.
462,bruise,/bruːz/,n. 瘀伤；青肿 v. 擦伤,He has a bruise on his arm.
463,permanent,/ˈpɜːmənənt/,adj. 永久的；持久的,This is a permanent solution.
464,withstand,/wɪðˈstænd/,v. 承受；抵挡；经受住,The building can withstand earthquakes.
465,halt,/hɔːlt/,v./n. 停止；暂停,The project came to a halt.
466,remind,/rɪˈmaɪnd/,v. 提醒；使想起,Please remind me of the meeting.
467,define,/dɪˈfaɪn/,v. 定义；明确；界定,Please define this word.
468,clear,/klɪə(r)/,adj. 清楚的；清晰的 v. 清除,The sky is clear today.
469,entice,/ɪnˈtaɪs/,v. 诱使；引诱,They entice customers with low prices.
470,maintain,/meɪnˈteɪn/,v. 维持；保持；维修,We maintain good relations.
471,convenient,/kənˈviːniənt/,adj. 方便的；便利的,The location is very convenient.
472,immune,/ɪˈmjuːn/,adj. 免疫的；不受影响的,He is immune to this disease.
473,palatable,/ˈpælətəbl/,adj. 美味的；合意的,The food is palatable.
474,drag,/dræɡ/,v. 拖；拉；拖延,Don’t drag your feet.
475,privilege,/ˈprɪvəlɪdʒ/,n. 特权；荣幸,"Education is a right, not a privilege."
476,blueprint,/ˈbluːprɪnt/,n. 蓝图；计划,This is the blueprint for our future.
477,professional,/prəˈfeʃənl/,adj. 专业的；职业的 n. 专业人士,He is a professional doctor.
478,multiply,/ˈmʌltɪplaɪ/,v. 乘；增加；繁殖,Rabbits multiply quickly.
479,phenomenon,/fəˈnɒmɪnən/,n. 现象,This is a common social phenomenon.
480,agreement,/əˈɡriːmənt/,n. 协议；同意；一致,We signed an agreement.
481,procession,/prəˈseʃn/,n. 队伍；行列；游行,A funeral procession passed by.
482,disconnect,/ˌdɪskəˈnekt/,v. 断开；切断；分离,Please disconnect the power.
483,swell,/swel/,v. 膨胀；肿胀；增大,His ankle began to swell.
484,ran for,/ræn fɔː(r)/,竞选（run for的过去式）,He ran for president.
485,numerous,/ˈnjuːmərəs/,adj. 众多的；许多的,There are numerous reasons.
486,disguise,/dɪsˈɡaɪz/,n./v. 伪装；掩饰,He went there in disguise.
